Activity,Timestamp,Value
Weight Recorded,12/2 11:08AM,12.6 lbs
Weight Recorded,12/2 7:50AM,11.6 lbs
Weight Recorded,12/2 6:05AM,8.2 lbs
Weight Recorded,12/2 5:57AM,9.7 lbs
Weight Recorded,12/2 5:52AM,12.4 lbs
Weight Recorded,12/1 11:26PM,8.3 lbs
Weight Recorded,12/1 10:43PM,12.4 lbs
Weight Recorded,12/1 10:29PM,12.5 lbs
Weight Recorded,12/1 9:10PM,8.2 lbs
Weight Recorded,12/1 9:01PM,11.6 lbs
Weight Recorded,12/1 7:28PM,12.6 lbs
Weight Recorded,12/1 5:34PM,8.3 lbs
Weight Recorded,12/1 3:34PM,12.5 lbs
Weight Recorded,12/1 10:42AM,11.4 lbs
Weight Recorded,12/1 10:23AM,12.5 lbs
Weight Recorded,12/1 10:15AM,11.5 lbs
Weight Recorded,12/1 7:31AM,9.8 lbs
Weight Recorded,12/1 7:10AM,9.9 lbs
Weight Recorded,12/1 7:02AM,8.1 lbs
Weight Recorded,12/1 6:08AM,12.4 lbs
Weight Recorded,11/30 10:09PM,8.1 lbs
Weight Recorded,11/30 9:29PM,8.1 lbs
Weight Recorded,11/30 9:26PM,12.3 lbs
Weight Recorded,11/30 9:15PM,11.6 lbs
Weight Recorded,11/30 7:14PM,12.6 lbs
Weight Recorded,11/30 6:01PM,9.9 lbs
Weight Recorded,11/30 5:18PM,8.3 lbs
Weight Recorded,11/30 4:57PM,12.5 lbs
Weight Recorded,11/30 9:38AM,9.7 lbs
Weight Recorded,11/30 9:24AM,11.6 lbs
Weight Recorded,11/30 8:48AM,8.1 lbs
Weight Recorded,11/30 8:36AM,12.5 lbs
Weight Recorded,11/30 3:49AM,8.3 lbs
Weight Recorded,11/30 3:36AM,12.5 lbs
Weight Recorded,11/29 11:45PM,12.4 lbs
Weight Recorded,11/29 11:25PM,9.8 lbs
Weight Recorded,11/29 11:10PM,8.2 lbs
Weight Recorded,11/29 7:45PM,12.3 lbs
Weight Recorded,11/29 7:27PM,11.4 lbs
Weight Recorded,11/29 4:58PM,9.9 lbs
Weight Recorded,11/29 4:45PM,8.2 lbs
Weight Recorded,11/29 2:37PM,8.3 lbs
Weight Recorded,11/29 12:31PM,12.4 lbs
Weight Recorded,11/29 10:33AM,10.0 lbs
Weight Recorded,11/29 9:08AM,8.2 lbs
Weight Recorded,11/29 8:27AM,11.5 lbs
Weight Recorded,11/29 8:15AM,12.4 lbs
Weight Recorded,11/29 7:00AM,8.2 lbs
Weight Recorded,11/29 5:06AM,12.4 lbs
Weight Recorded,11/28 10:55PM,12.5 lbs
Weight Recorded,11/28 10:34PM,11.6 lbs
Weight Recorded,11/28 9:35PM,12.6 lbs
Weight Recorded,11/28 8:52PM,8.3 lbs
Weight Recorded,11/28 6:16PM,9.9 lbs
Weight Recorded,11/28 5:00PM,8.1 lbs
Weight Recorded,11/28 2:35PM,12.5 lbs
Weight Recorded,11/28 10:35AM,12.4 lbs
Weight Recorded,11/28 10:06AM,10.0 lbs
Weight Recorded,11/28 9:55AM,9.9 lbs
Weight Recorded,11/28 9:52AM,8.1 lbs
Weight Recorded,11/28 8:01AM,11.5 lbs
Weight Recorded,11/28 6:18AM,12.4 lbs
Weight Recorded,11/28 5:04AM,8.2 lbs
Weight Recorded,11/28 1:30AM,9.9 lbs
Weight Recorded,11/28 12:56AM,8.2 lbs
Weight Recorded,11/27 10:48PM,8.3 lbs
Weight Recorded,11/27 10:37PM,12.4 lbs
Weight Recorded,11/27 4:01PM,8.3 lbs
Weight Recorded,11/27 3:42PM,9.8 lbs
Weight Recorded,11/27 2:23PM,10.5 lbs
Weight Recorded,11/27 2:05PM,9.9 lbs
Weight Recorded,11/27 1:50PM,10.8 lbs
Weight Recorded,11/27 1:27PM,13.2 lbs
Weight Recorded,11/27 1:21PM,12.4 lbs
Weight Recorded,11/27 12:29PM,6.6 lbs
Weight Recorded,11/27 10:33AM,8.1 lbs
Weight Recorded,11/27 5:56AM,12.6 lbs
Weight Recorded,11/27 2:17AM,8.4 lbs
Weight Recorded,11/27 1:48AM,12.7 lbs
Weight Recorded,11/26 9:26PM,11.8 lbs
Weight Recorded,11/26 7:40PM,10.4 lbs
Weight Recorded,11/26 7:25PM,8.8 lbs
Weight Recorded,11/26 7:18PM,12.9 lbs
Weight Recorded,11/26 3:15PM,8.5 lbs
Weight Recorded,11/26 2:31PM,12.9 lbs
Weight Recorded,11/26 11:36AM,8.2 lbs
Weight Recorded,11/26 9:57AM,8.3 lbs
Weight Recorded,11/26 9:01AM,12.8 lbs
Weight Recorded,11/26 7:03AM,8.2 lbs
Weight Recorded,11/26 6:50AM,12.4 lbs
Weight Recorded,11/26 1:02AM,12.4 lbs
Weight Recorded,11/26 12:18AM,10.0 lbs
Weight Recorded,11/25 11:36PM,7.9 lbs
Weight Recorded,11/25 9:58PM,10.0 lbs
Weight Recorded,11/25 8:19PM,8.0 lbs
Weight Recorded,11/25 6:09PM,12.7 lbs
Weight Recorded,11/25 6:06PM,11.8 lbs
Weight Recorded,11/25 6:04PM,10.2 lbs
Weight Recorded,11/25 5:28PM,8.6 lbs
Weight Recorded,11/25 3:12PM,8.1 lbs
Weight Recorded,11/25 12:32PM,5.3 lbs
Weight Recorded,11/25 11:57AM,12.9 lbs
Weight Recorded,11/25 11:35AM,12.0 lbs
Weight Recorded,11/25 9:16AM,8.3 lbs
Weight Recorded,11/25 9:12AM,12.8 lbs
Weight Recorded,11/25 8:12AM,8.5 lbs
Weight Recorded,11/25 6:40AM,10.3 lbs
Weight Recorded,11/25 6:34AM,12.6 lbs
Weight Recorded,11/24 11:16PM,8.6 lbs
Weight Recorded,11/24 11:12PM,11.4 lbs
Weight Recorded,11/24 10:57PM,12.8 lbs
Weight Recorded,11/24 7:35PM,12.9 lbs
Weight Recorded,11/24 6:16PM,8.4 lbs
Weight Recorded,11/24 5:53PM,10.6 lbs
Weight Recorded,11/24 4:37PM,12.4 lbs
Weight Recorded,11/24 4:15PM,8.4 lbs
Weight Recorded,11/24 1:28PM,10.1 lbs
Weight Recorded,11/24 10:23AM,12.5 lbs
Weight Recorded,11/24 10:17AM,16.3 lbs
Weight Recorded,11/24 10:09AM,10.2 lbs
Weight Recorded,11/24 9:47AM,8.3 lbs
Weight Recorded,11/24 6:23AM,12.5 lbs
Weight Recorded,11/24 1:36AM,12.4 lbs
Weight Recorded,11/24 1:27AM,8.1 lbs
Weight Recorded,11/23 10:29PM,12.5 lbs
Weight Recorded,11/23 10:23PM,10.0 lbs
Weight Recorded,11/23 9:04PM,8.2 lbs
Weight Recorded,11/23 8:35PM,11.7 lbs
Weight Recorded,11/23 5:19PM,10.1 lbs
Weight Recorded,11/23 4:28PM,12.7 lbs
Weight Recorded,11/23 3:57PM,8.3 lbs
Weight Recorded,11/23 9:54AM,12.5 lbs
Weight Recorded,11/23 9:44AM,11.6 lbs
Weight Recorded,11/23 7:52AM,8.1 lbs
Weight Recorded,11/23 7:30AM,8.2 lbs
Weight Recorded,11/23 7:25AM,10.0 lbs
Weight Recorded,11/23 7:02AM,12.5 lbs
Weight Recorded,11/23 6:24AM,10.1 lbs
Weight Recorded,11/23 2:19AM,11.6 lbs
Weight Recorded,11/23 2:11AM,8.2 lbs
Weight Recorded,11/23 2:00AM,12.4 lbs
Weight Recorded,11/23 1:31AM,10.0 lbs
Weight Recorded,11/22 5:26PM,8.2 lbs
Weight Recorded,11/22 4:00PM,12.5 lbs
Weight Recorded,11/22 1:26PM,10.1 lbs
Weight Recorded,11/22 12:02PM,8.1 lbs
Weight Recorded,11/22 10:18AM,7.7 lbs
Weight Recorded,11/22 9:39AM,10.1 lbs
Weight Recorded,11/22 6:28AM,12.7 lbs
Weight Recorded,11/22 6:18AM,10.3 lbs
Weight Recorded,11/22 6:11AM,10.4 lbs
Weight Recorded,11/22 6:05AM,10.1 lbs
Weight Recorded,11/22 4:26AM,8.4 lbs
Weight Recorded,11/22 3:23AM,12.7 lbs
Weight Recorded,11/22 2:36AM,12.8 lbs
Weight Recorded,11/22 12:26AM,10.5 lbs
Weight Recorded,11/22 12:23AM,10.3 lbs
Weight Recorded,11/22 12:16AM,10.1 lbs
Weight Recorded,11/21 11:38PM,11.7 lbs
Weight Recorded,11/21 10:47PM,8.5 lbs
Weight Recorded,11/21 6:48PM,12.7 lbs
Weight Recorded,11/21 4:44PM,11.9 lbs
Weight Recorded,11/21 1:29PM,8.3 lbs
Weight Recorded,11/21 12:42PM,12.8 lbs
Weight Recorded,11/21 12:27PM,10.3 lbs
Weight Recorded,11/21 7:00AM,7.9 lbs
Weight Recorded,11/21 6:47AM,12.8 lbs
Weight Recorded,11/21 6:43AM,12.2 lbs
Weight Recorded,11/21 6:37AM,12.5 lbs
Weight Recorded,11/21 5:49AM,10.0 lbs
Weight Recorded,11/21 5:42AM,10.0 lbs
Weight Recorded,11/21 5:35AM,10.0 lbs
Weight Recorded,11/21 5:32AM,9.7 lbs
Weight Recorded,11/21 5:27AM,12.5 lbs
Weight Recorded,11/21 4:45AM,12.5 lbs
Weight Recorded,11/20 11:31PM,12.8 lbs
Weight Recorded,11/20 11:13PM,11.4 lbs
Weight Recorded,11/20 10:53PM,8.2 lbs
Weight Recorded,11/20 8:39PM,8.2 lbs
Weight Recorded,11/20 7:01PM,12.6 lbs
Weight Recorded,11/20 6:53PM,12.7 lbs
Weight Recorded,11/20 6:48PM,10.1 lbs
Weight Recorded,11/20 4:57PM,8.3 lbs
Weight Recorded,11/20 3:49PM,10.1 lbs
Weight Recorded,11/20 2:54PM,12.6 lbs
Weight Recorded,11/20 8:13AM,11.7 lbs
Weight Recorded,11/20 7:09AM,8.1 lbs
Weight Recorded,11/20 6:54AM,8.0 lbs
Weight Recorded,11/20 6:19AM,12.4 lbs
Weight Recorded,11/20 12:02AM,12.3 lbs
Weight Recorded,11/19 11:40PM,8.3 lbs
Weight Recorded,11/19 7:39PM,12.8 lbs
Weight Recorded,11/19 7:35PM,11.6 lbs
Weight Recorded,11/19 7:33PM,10.3 lbs
Weight Recorded,11/19 7:28PM,10.2 lbs
Weight Recorded,11/19 6:56PM,8.2 lbs
Weight Recorded,11/19 2:31PM,12.3 lbs
Weight Recorded,11/19 11:25AM,8.1 lbs
Weight Recorded,11/19 5:52AM,12.4 lbs
Weight Recorded,11/18 11:23PM,11.5 lbs
Weight Recorded,11/18 9:21PM,12.5 lbs
Weight Recorded,11/18 9:17PM,8.0 lbs
Weight Recorded,11/18 9:12PM,10.0 lbs
Weight Recorded,11/18 5:42PM,10.0 lbs
Weight Recorded,11/18 5:36PM,11.5 lbs
Weight Recorded,11/18 4:56PM,12.6 lbs
Weight Recorded,11/18 2:18PM,8.2 lbs
Weight Recorded,11/18 2:13PM,8.1 lbs
Weight Recorded,11/18 1:59PM,12.5 lbs
Weight Recorded,11/18 11:17AM,8.2 lbs
Weight Recorded,11/18 9:08AM,10.0 lbs
Weight Recorded,11/18 8:53AM,10.0 lbs
Weight Recorded,11/18 8:23AM,11.6 lbs
Weight Recorded,11/18 8:15AM,6.4 lbs
Weight Recorded,11/18 1:35AM,10.2 lbs
Weight Recorded,11/17 11:44PM,9.9 lbs
Weight Recorded,11/17 11:08PM,12.4 lbs
Weight Recorded,11/17 11:05PM,12.4 lbs
Weight Recorded,11/17 10:50PM,8.1 lbs
Weight Recorded,11/17 6:43PM,8.1 lbs
Weight Recorded,11/17 2:34PM,12.4 lbs
Weight Recorded,11/17 2:25PM,10.0 lbs
Weight Recorded,11/17 8:25AM,7.9 lbs
Weight Recorded,11/17 7:44AM,11.5 lbs
Weight Recorded,11/17 7:17AM,8.0 lbs
Weight Recorded,11/17 5:42AM,12.4 lbs
Weight Recorded,11/17 1:06AM,10.1 lbs
Weight Recorded,11/17 12:14AM,8.1 lbs
Weight Recorded,11/16 6:33PM,8.0 lbs
Weight Recorded,11/16 6:17PM,12.3 lbs
Weight Recorded,11/16 10:40AM,10.1 lbs
Weight Recorded,11/16 10:12AM,7.9 lbs
Weight Recorded,11/16 9:56AM,11.3 lbs
Weight Recorded,11/16 9:37AM,12.4 lbs
Weight Recorded,11/16 8:50AM,8.0 lbs
Weight Recorded,11/16 8:25AM,8.1 lbs
Weight Recorded,11/16 6:08AM,10.2 lbs
Weight Recorded,11/16 5:26AM,12.4 lbs
Weight Recorded,11/16 12:14AM,10.1 lbs
Weight Recorded,11/15 10:57PM,12.4 lbs
Weight Recorded,11/15 10:06PM,8.1 lbs
Weight Recorded,11/15 9:58PM,11.5 lbs
Weight Recorded,11/15 9:47PM,12.4 lbs
Weight Recorded,11/15 5:19PM,8.0 lbs
Weight Recorded,11/15 4:37PM,8.1 lbs
Weight Recorded,11/15 1:23PM,12.4 lbs
Weight Recorded,11/15 11:52AM,8.0 lbs
Weight Recorded,11/15 11:22AM,10.0 lbs
Weight Recorded,11/15 11:16AM,11.5 lbs
Weight Recorded,11/15 9:55AM,9.9 lbs
Weight Recorded,11/15 5:25AM,12.3 lbs
Weight Recorded,11/15 5:15AM,11.6 lbs
Weight Recorded,11/15 5:06AM,8.1 lbs
Weight Recorded,11/14 11:48PM,8.1 lbs
Weight Recorded,11/14 11:40PM,12.3 lbs
Weight Recorded,11/14 11:30PM,8.2 lbs
Weight Recorded,11/14 9:09PM,10.0 lbs
Weight Recorded,11/14 9:04PM,12.4 lbs
Weight Recorded,11/14 7:36PM,12.4 lbs
Weight Recorded,11/14 7:16PM,10.0 lbs
Weight Recorded,11/14 7:11PM,8.1 lbs
Weight Recorded,11/14 5:50PM,11.6 lbs
Weight Recorded,11/14 5:14PM,12.4 lbs
Weight Recorded,11/14 3:25PM,8.1 lbs
Weight Recorded,11/14 12:25PM,8.1 lbs
Weight Recorded,11/14 11:39AM,12.4 lbs
Weight Recorded,11/14 8:40AM,8.0 lbs
Weight Recorded,11/14 5:50AM,11.6 lbs
Weight Recorded,11/14 4:41AM,12.2 lbs
Weight Recorded,11/13 11:27PM,8.1 lbs
Weight Recorded,11/13 11:25PM,8.0 lbs
Weight Recorded,11/13 11:14PM,10.2 lbs
Weight Recorded,11/13 11:07PM,12.2 lbs
Weight Recorded,11/13 11:00PM,12.4 lbs
Weight Recorded,11/13 8:54PM,3.9 lbs
Weight Recorded,11/13 7:25PM,9.9 lbs
Weight Recorded,11/13 7:15PM,8.0 lbs
Weight Recorded,11/13 7:08PM,12.4 lbs
Weight Recorded,11/13 2:31PM,8.1 lbs
Weight Recorded,11/13 1:21PM,9.8 lbs
Weight Recorded,11/13 12:59PM,11.4 lbs
Weight Recorded,11/13 12:20PM,10.0 lbs
Weight Recorded,11/13 11:59AM,12.4 lbs
Weight Recorded,11/13 11:47AM,11.3 lbs
Weight Recorded,11/13 11:44AM,10.3 lbs
Weight Recorded,11/13 11:30AM,10.0 lbs
Weight Recorded,11/13 6:36AM,8.0 lbs
Weight Recorded,11/13 6:16AM,12.4 lbs
Weight Recorded,11/13 6:11AM,12.2 lbs
Weight Recorded,11/13 6:07AM,12.5 lbs
Weight Recorded,11/13 12:30AM,10.2 lbs
Weight Recorded,11/13 12:25AM,12.4 lbs
Weight Recorded,11/13 12:08AM,8.2 lbs
Weight Recorded,11/12 8:45PM,8.6 lbs
Weight Recorded,11/12 8:12PM,11.6 lbs
Weight Recorded,11/12 6:01PM,8.1 lbs
Weight Recorded,11/12 5:34PM,12.5 lbs
Weight Recorded,11/12 4:47PM,8.2 lbs
Weight Recorded,11/12 2:08PM,10.1 lbs
Weight Recorded,11/12 1:30PM,10.0 lbs
Weight Recorded,11/12 11:57AM,8.2 lbs
Weight Recorded,11/12 6:34AM,8.1 lbs
Weight Recorded,11/12 6:19AM,10.0 lbs
Weight Recorded,11/12 6:11AM,12.4 lbs
Weight Recorded,11/11 10:26PM,8.1 lbs
Weight Recorded,11/11 10:13PM,10.1 lbs
Weight Recorded,11/11 8:03PM,11.5 lbs
Weight Recorded,11/11 7:27PM,12.4 lbs
Weight Recorded,11/11 5:15PM,8.2 lbs
Weight Recorded,11/11 11:54AM,12.4 lbs
Weight Recorded,11/11 11:40AM,12.5 lbs
Weight Recorded,11/11 7:35AM,11.5 lbs
Weight Recorded,11/11 7:22AM,8.2 lbs
Weight Recorded,11/11 7:11AM,10.1 lbs
Weight Recorded,11/11 7:07AM,10.0 lbs
Weight Recorded,11/11 6:54AM,10.2 lbs
Weight Recorded,11/11 5:51AM,12.4 lbs
Weight Recorded,11/11 12:04AM,12.4 lbs
Weight Recorded,11/10 11:43PM,9.8 lbs
Weight Recorded,11/10 11:33PM,11.6 lbs
Weight Recorded,11/10 11:09PM,8.0 lbs
Weight Recorded,11/10 7:22PM,8.2 lbs
Weight Recorded,11/10 5:52PM,12.5 lbs
Weight Recorded,11/10 4:19PM,8.2 lbs
Weight Recorded,11/10 1:56PM,10.2 lbs
Weight Recorded,11/10 12:17PM,10.1 lbs
Weight Recorded,11/10 9:56AM,8.2 lbs
Weight Recorded,11/10 9:25AM,10.2 lbs
Weight Recorded,11/10 8:17AM,11.5 lbs
Weight Recorded,11/10 7:31AM,8.2 lbs
Weight Recorded,11/10 7:04AM,12.3 lbs
Weight Recorded,11/10 6:28AM,10.1 lbs
Weight Recorded,11/10 6:14AM,10.1 lbs
Weight Recorded,11/10 5:46AM,12.5 lbs
Weight Recorded,11/10 5:08AM,12.5 lbs
Weight Recorded,11/10 12:34AM,12.6 lbs
Weight Recorded,11/9 9:53PM,8.3 lbs
Weight Recorded,11/9 8:10PM,11.7 lbs
Weight Recorded,11/9 7:35PM,11.5 lbs
Weight Recorded,11/9 7:29PM,10.2 lbs
Weight Recorded,11/9 5:15PM,12.6 lbs
Weight Recorded,11/9 4:15PM,4.1 lbs
Weight Recorded,11/9 3:37PM,10.2 lbs
Weight Recorded,11/9 9:34AM,12.5 lbs
Weight Recorded,11/9 9:31AM,10.1 lbs
Weight Recorded,11/9 7:57AM,8.0 lbs
Weight Recorded,11/9 6:04AM,12.5 lbs
Weight Recorded,11/9 5:57AM,12.6 lbs
Weight Recorded,11/9 2:01AM,12.5 lbs
Weight Recorded,11/9 1:25AM,9.9 lbs
Weight Recorded,11/9 1:14AM,10.1 lbs
Weight Recorded,11/9 12:38AM,12.6 lbs
Weight Recorded,11/8 11:59PM,11.5 lbs
Weight Recorded,11/8 11:49PM,9.9 lbs
Weight Recorded,11/8 11:32PM,10.0 lbs
Weight Recorded,11/8 11:08PM,8.1 lbs
Weight Recorded,11/8 5:45PM,12.7 lbs
Weight Recorded,11/8 5:09PM,8.1 lbs
Weight Recorded,11/8 11:19AM,8.1 lbs
Weight Recorded,11/8 7:01AM,12.4 lbs
Weight Recorded,11/8 5:12AM,10.1 lbs
Weight Recorded,11/8 4:50AM,10.1 lbs
Weight Recorded,11/8 4:47AM,11.5 lbs
Weight Recorded,11/8 4:20AM,12.5 lbs
Weight Recorded,11/8 3:48AM,8.1 lbs
Weight Recorded,11/7 11:50PM,8.1 lbs
Weight Recorded,11/7 11:01PM,12.6 lbs
Weight Recorded,11/7 10:55PM,10.3 lbs
Weight Recorded,11/7 10:08PM,8.1 lbs
Weight Recorded,11/7 10:35AM,12.5 lbs
Weight Recorded,11/7 10:21AM,12.5 lbs
Weight Recorded,11/7 10:11AM,10.2 lbs
Weight Recorded,11/7 9:32AM,8.3 lbs
Weight Recorded,11/7 6:31AM,11.7 lbs
Weight Recorded,11/7 5:48AM,12.6 lbs
Weight Recorded,11/7 12:55AM,8.2 lbs
Weight Recorded,11/6 9:33PM,12.5 lbs
Weight Recorded,11/6 8:38PM,10.1 lbs
Weight Recorded,11/6 7:33PM,8.1 lbs
Weight Recorded,11/6 7:04PM,11.6 lbs
Weight Recorded,11/6 6:25PM,12.4 lbs
Weight Recorded,11/6 6:13PM,7.8 lbs
Weight Recorded,11/6 6:11PM,12.4 lbs
Weight Recorded,11/6 4:17PM,10.0 lbs
Weight Recorded,11/6 4:13PM,10.1 lbs
Weight Recorded,11/6 3:43PM,12.4 lbs
Weight Recorded,11/6 3:18PM,13.2 lbs
Weight Recorded,11/6 3:02PM,12.4 lbs
Weight Recorded,11/6 10:45AM,12.3 lbs
Weight Recorded,11/6 7:50AM,10.0 lbs
Weight Recorded,11/6 5:52AM,12.4 lbs
Weight Recorded,11/6 5:32AM,12.5 lbs
Weight Recorded,11/5 9:56PM,11.7 lbs
Weight Recorded,11/5 9:22PM,8.0 lbs
Weight Recorded,11/5 9:04PM,10.1 lbs
Weight Recorded,11/5 5:32PM,9.8 lbs
Weight Recorded,11/5 5:27PM,11.6 lbs
Weight Recorded,11/5 4:52PM,9.9 lbs
Weight Recorded,11/5 4:50PM,12.5 lbs
Weight Recorded,11/5 2:15PM,11.6 lbs
Weight Recorded,11/5 2:00PM,8.0 lbs
Weight Recorded,11/5 12:29PM,5.5 lbs
Weight Recorded,11/5 6:53AM,8.0 lbs
Weight Recorded,11/5 6:49AM,10.0 lbs
Weight Recorded,11/5 6:42AM,12.4 lbs
Weight Recorded,11/5 1:11AM,12.5 lbs